account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
,6G6ZCKSB,Vicki Laflamme,In Progress,GTXPro,2017-04-16,,
Plusstrip,YGL1F8K1,Vicki Laflamme,Won,MG Special,2017-04-16,2017-05-04,56
Zathunicon,C1WGTTYF,Violet Mclelland,Lost,MG Special,2017-04-16,2017-05-03,0
Doncon,1OZWGQK9,Zane Levy,Lost,MG Special,2017-04-16,2017-04-25,0
Warephase,EXICVP8C,Anna Snelling,Won,MG Special,2017-04-17,2017-04-26,52
Codehow,DLXFY70W,Anna Snelling,Won,MG Advanced,2017-04-17,2017-04-24,3668
Plussunin,GO7UM9AV,Boris Faz,Lost,GTX Basic,2017-04-17,2017-04-19,0
Zotware,F5ITRBMX,Boris Faz,Won,MG Advanced,2017-04-17,2017-08-04,3138
Conecom,8KFFRJSS,Cecily Lampkin,Lost,MG Special,2017-04-17,2017-04-19,0
Ontomedia,38VRB2P1,Corliss Cosme,Lost,GTX Basic,2017-04-17,2017-04-18,0
Zencorporation,9CGD5QSZ,Corliss Cosme,Lost,GTX Basic,2017-04-17,2017-04-21,0
Iselectrics,UPZRAO84,Corliss Cosme,Won,GTXPro,2017-04-17,2017-06-01,5032
Plussunin,BPCWRG9P,Daniell Hammack,Won,GTX Plus Basic,2017-04-17,2017-04-20,1310
Mathtouch,JE5085VJ,Daniell Hammack,Won,GTX Plus Pro,2017-04-17,2017-06-27,5076
Vehement Capital Partners,P5MLWDXX,Daniell Hammack,Won,MG Advanced,2017-04-17,2017-06-19,3641
Conecom,IJ7AUTVC,Darcel Schlecht,Lost,GTXPro,2017-04-17,2017-04-18,0
Warephase,84T104O7,Darcel Schlecht,Won,GTX Plus Basic,2017-04-17,2017-04-25,1170
Domzoom,0GXXCA37,Darcel Schlecht,Won,GTXPro,2017-04-17,2017-05-01,4226
,GACPNKGI,Elease Gluck,In Progress,MG Special,2017-04-17,,
Green-Plus,9PCWAYWC,Elease Gluck,Lost,MG Advanced,2017-04-17,2017-04-18,0
Genco Pura Olive Oil Company,OJ0C7S3T,Gladys Colclough,Won,GTXPro,2017-04-17,2017-04-24,4784
Faxquote,3VMC6PGJ,Hayden Neloms,Lost,GTX Plus Basic,2017-04-17,2017-04-25,0
Blackzim,E2MWXGNG,Hayden Neloms,Lost,MG Advanced,2017-04-17,2017-04-19,0
,E4082SMQ,James Ascencio,In Progress,GTX Basic,2017-04-17,,
Golddex,QZ2E9TSL,James Ascencio,Lost,MG Advanced,2017-04-17,2017-08-12,0
Goodsilron,L3AYCTGW,James Ascencio,Won,GTXPro,2017-04-17,2017-04-24,5451
Faxquote,IZ02GW0R,Kami Bicknell,Won,GTX Basic,2017-04-17,2017-04-19,527
,LSVGDJ1A,Kary Hendrixson,In Progress,GTX Plus Pro,2017-04-17,,
,2LSNRT4U,Kary Hendrixson,In Progress,GTXPro,2017-04-17,,
Y-corporation,5AI9WG6M,Kary Hendrixson,Lost,GTX Plus Pro,2017-04-17,2017-04-25,0
Y-corporation,Q1DFFYB5,Kary Hendrixson,Lost,GTX Plus Pro,2017-04-17,2017-04-19,0
Scotfind,XWZG5VPL,Kary Hendrixson,Lost,GTXPro,2017-04-17,2017-04-18,0
Fasehatice,30FHAEJZ,Kary Hendrixson,Won,GTX Plus Pro,2017-04-17,2017-04-19,5408
Conecom,AZOXWEKL,Lajuana Vencill,Lost,GTX Plus Basic,2017-04-17,2017-05-02,0
Isdom,2NKZR4IM,Lajuana Vencill,Lost,GTX Plus Pro,2017-04-17,2017-04-24,0
Konmatfix,3PPB3Q04,Lajuana Vencill,Won,MG Special,2017-04-17,2017-06-23,48
Blackzim,C9330YF1,Markita Hansen,In Progress,GTX Basic,2017-04-17,,
Plexzap,610UUEAG,Markita Hansen,Won,GTX Basic,2017-04-17,2017-04-24,527
dambase,FIYSM4E1,Marty Freudenburg,Won,GTX Plus Basic,2017-04-17,2017-04-23,1160
Inity,BCUR8B2A,Niesha Huffines,Won,GTX Basic,2017-04-17,2017-06-06,491
Umbrella Corporation,8PGDRAH2,Reed Clapper,Won,GTX Basic,2017-04-17,2017-04-19,555
,QD8F0CI6,Rosalina Dieter,In Progress,GTX Basic,2017-04-17,,
,7K0S2P6K,Rosalina Dieter,In Progress,GTXPro,2017-04-17,,
Lexiqvolax,G1C9IG0T,Rosalina Dieter,Lost,MG Special,2017-04-17,2017-04-27,0
Isdom,G4B4Z525,Versie Hillebrand,Won,MG Special,2017-04-17,2017-04-23,62
Ganjaflex,J9SE3QJD,Violet Mclelland,Lost,MG Special,2017-04-17,2017-04-26,0
Konex,JORFI81C,Violet Mclelland,Won,MG Special,2017-04-17,2017-04-25,56
The New York Inquirer,GET2JILL,Wilburn Farren,Won,MG Advanced,2017-04-17,2017-04-23,3490
Y-corporation,E3HJPDFZ,Zane Levy,Lost,GTXPro,2017-04-17,2017-06-24,0
Betatech,Q22714T0,Anna Snelling,Lost,MG Special,2017-04-18,2017-04-24,0
Betatech,FCGE8U5M,Anna Snelling,Won,MG Special,2017-04-18,2017-04-25,51
Condax,ROQBT7TM,Anna Snelling,Won,MG Special,2017-04-18,2017-06-20,54
Conecom,WLFLY0BD,Anna Snelling,Won,MG Special,2017-04-18,2017-04-27,56
Kan-code,8S649LDO,Boris Faz,Lost,GTXPro,2017-04-18,2017-05-27,0
Gekko & Co,JR7SC0S2,Cassey Cress,Won,MG Advanced,2017-04-18,2017-08-04,3808
Yearin,MFGCEDXE,Corliss Cosme,Lost,GTX Plus Pro,2017-04-18,2017-05-04,0
Konex,Y9Y4TXD9,Corliss Cosme,Won,MG Advanced,2017-04-18,2017-05-03,3041
Xx-zobam,ZKOGIB6R,Donn Cantrell,Lost,GTX Basic,2017-04-18,2017-04-25,0
Xx-zobam,DJMPI9TO,Elease Gluck,In Progress,GTK 500,2017-04-18,,
Condax,Z353E8FR,Garret Kinder,Lost,MG Advanced,2017-04-18,2017-04-30,0
Isdom,IKJSXBY0,Gladys Colclough,Lost,GTXPro,2017-04-18,2017-05-04,0
Goodsilron,5SYJS0HS,Hayden Neloms,Lost,GTX Plus Pro,2017-04-18,2017-04-23,0
,U6XJRWV8,James Ascencio,In Progress,MG Advanced,2017-04-18,,
Golddex,UXOQQR39,James Ascencio,Lost,GTX Plus Basic,2017-04-18,2017-04-20,0
Kan-code,J5DF2ZO1,James Ascencio,Won,MG Special,2017-04-18,2017-04-29,44
Xx-holding,HGF361RQ,Kami Bicknell,Lost,GTX Plus Pro,2017-04-18,2017-04-24,0
Doncon,9B8SPYAF,Kami Bicknell,Won,GTX Basic,2017-04-18,2017-04-24,552
Opentech,BYF6ABTZ,Kary Hendrixson,In Progress,GTX Plus Pro,2017-04-18,,
Newex,VTLI5HIE,Kary Hendrixson,Won,GTX Basic,2017-04-18,2017-04-26,474
Xx-holding,N60UJ28O,Kary Hendrixson,Won,GTX Plus Basic,2017-04-18,2017-04-22,1158
Faxquote,R102IPTH,Kary Hendrixson,Won,GTX Plus Pro,2017-04-18,2017-04-19,5839
Singletechno,C9O4E52T,Kary Hendrixson,Won,GTXPro,2017-04-18,2017-08-06,4554
Xx-holding,CJP7LWRK,Kary Hendrixson,Won,GTXPro,2017-04-18,2017-04-24,5078
Genco Pura Olive Oil Company,NHE1CETW,Lajuana Vencill,Lost,GTX Plus Basic,2017-04-18,2017-04-26,0
Cheers,1O1GVZEU,Markita Hansen,Won,GTX Basic,2017-04-18,2017-06-04,561
,K8LRZ95S,Maureen Marcano,In Progress,GTX Plus Basic,2017-04-18,,
Finjob,2OQB2KPY,Maureen Marcano,Lost,GTX Plus Basic,2017-04-18,2017-04-22,0
Ron-tech,KK4VW0ZM,Niesha Huffines,Lost,MG Advanced,2017-04-18,2017-05-22,0
Inity,JHLG51ZI,Niesha Huffines,Won,MG Advanced,2017-04-18,2017-04-19,3392
,Q8BZ3PC9,Rosie Papadopoulos,In Progress,GTX Plus Pro,2017-04-18,,
,49ZS7GTS,Vicki Laflamme,In Progress,MG Special,2017-04-18,,
,M857G6G1,Vicki Laflamme,In Progress,MG Advanced,2017-04-18,,
Fasehatice,TS4CB9TH,Vicki Laflamme,Won,GTXPro,2017-04-18,2017-04-20,5040
,5K0ZFCVO,Violet Mclelland,In Progress,MG Special,2017-04-18,,
,6AEVX11M,Violet Mclelland,In Progress,MG Special,2017-04-18,,
Goodsilron,BH40KWV5,Zane Levy,Lost,GTXPro,2017-04-18,2017-04-24,0
Rantouch,MMVHAEI3,Zane Levy,Lost,MG Advanced,2017-04-18,2017-04-25,0
Sonron,PGRIPWHY,Zane Levy,Won,GTX Plus Pro,2017-04-18,2017-04-25,5853
Scottech,0VXUZU7P,Anna Snelling,Won,MG Special,2017-04-19,2017-04-25,49
,WGETO859,Boris Faz,In Progress,GTX Basic,2017-04-19,,
Gekko & Co,7B21SGQ8,Boris Faz,Won,GTX Plus Basic,2017-04-19,2017-04-29,1080
Genco Pura Olive Oil Company,I6TVFB6J,Cecily Lampkin,Lost,GTX Basic,2017-04-19,2017-04-28,0
Konmatfix,PHAFVDFO,Cecily Lampkin,Won,MG Special,2017-04-19,2017-04-20,55
,CTWSDG4U,Corliss Cosme,In Progress,GTX Basic,2017-04-19,,
Acme Corporation,I6O855AE,Daniell Hammack,Won,GTX Plus Basic,2017-04-19,2017-05-22,1282
Lexiqvolax,OUIK8VX3,Elease Gluck,Won,GTK 500,2017-04-19,2017-04-20,23746
Massive Dynamic,RYO875D0,Garret Kinder,Lost,GTX Basic,2017-04-19,2017-04-28,0
,0EYXI1UN,Hayden Neloms,In Progress,MG Advanced,2017-04-19,,
Doncon,O5S6WEM7,James Ascencio,Lost,GTX Basic,2017-04-19,2017-05-01,0
Golddex,DJ2FHO68,Kami Bicknell,Lost,GTX Basic,2017-04-19,2017-08-16,0
Streethex,5LHNRZD3,Lajuana Vencill,Lost,MG Advanced,2017-04-19,2017-04-21,0
Cheers,URIKPDOJ,Maureen Marcano,Lost,GTX Plus Basic,2017-04-19,2017-04-27,0
Cancity,U1J4YN0I,Niesha Huffines,Lost,GTX Basic,2017-04-19,2017-04-21,0
Opentech,QBUJF4I7,Reed Clapper,Lost,MG Special,2017-04-19,2017-04-20,0
Opentech,99QIJAAP,Reed Clapper,Won,MG Special,2017-04-19,2017-04-27,61
J-Texon,K127AFNP,Rosalina Dieter,Lost,MG Special,2017-04-19,2017-04-30,0
Goodsilron,4K7PRO1B,Rosalina Dieter,Won,GTX Basic,2017-04-19,2017-04-28,600
Betasoloin,XOVYPE58,Rosie Papadopoulos,In Progress,GTXPro,2017-04-19,,
Opentech,AYB7DWUH,Rosie Papadopoulos,Won,GTX Plus Pro,2017-04-19,2017-04-20,5805
Hottechi,6CKXLPAR,Versie Hillebrand,Won,MG Special,2017-04-19,2017-06-27,58
Scottech,FQ2F717F,Versie Hillebrand,Won,MG Special,2017-04-19,2017-08-03,52
Gekko & Co,2SBP68CP,Violet Mclelland,Lost,MG Special,2017-04-19,2017-04-21,0
Hottechi,S2MSQIXP,Zane Levy,In Progress,GTX Basic,2017-04-19,,
Silis,LPGOTIM2,Boris Faz,Won,MG Special,2017-04-20,2017-06-16,55
Acme Corporation,LW8485Y2,Cassey Cress,Won,GTX Plus Basic,2017-04-20,2017-08-10,1161
Plussunin,UKLAKXP2,Cassey Cress,Won,GTXPro,2017-04-20,2017-04-25,5091
Donquadtech,4LLWRSBJ,Cassey Cress,Won,MG Special,2017-04-20,2017-04-22,59
Plussunin,YYJILFBU,Corliss Cosme,Lost,GTX Plus Pro,2017-04-20,2017-05-01,0
Ontomedia,AWVSWBQV,Daniell Hammack,Lost,GTX Basic,2017-04-20,2017-04-22,0
Gogozoom,VORZHQ40,Darcel Schlecht,Lost,GTXPro,2017-04-20,2017-04-30,0
Rundofase,5QD09R7U,Darcel Schlecht,Won,GTX Basic,2017-04-20,2017-04-28,549
Zathunicon,ETISD84I,Donn Cantrell,Lost,GTX Plus Basic,2017-04-20,2017-04-24,0
Plexzap,K0T5LJ3E,Elease Gluck,Won,GTK 500,2017-04-20,2017-06-28,24949
Genco Pura Olive Oil Company,D5YLWCFW,Gladys Colclough,Lost,GTX Plus Basic,2017-04-20,2017-05-02,0
Newex,ZALE38AC,James Ascencio,Lost,GTXPro,2017-04-20,2017-05-09,0
Fasehatice,T7MVQ9SX,James Ascencio,Won,GTX Plus Pro,2017-04-20,2017-05-02,4985
Toughzap,GTEFJL6U,Jonathan Berthelot,Lost,GTX Basic,2017-04-20,2017-04-22,0
Conecom,D7MYDHMF,Jonathan Berthelot,Won,GTX Basic,2017-04-20,2017-04-29,657
Streethex,XAE858UJ,Jonathan Berthelot,Won,GTX Basic,2017-04-20,2017-06-30,628
Conecom,WTCU9X9M,Jonathan Berthelot,Won,GTX Plus Basic,2017-04-20,2017-06-15,1183
Domzoom,0IF5FH68,Jonathan Berthelot,Won,GTX Plus Pro,2017-04-20,2017-08-03,5203
Gogozoom,QUGPSHY8,Jonathan Berthelot,Won,MG Special,2017-04-20,2017-04-27,56
,C32E4E1D,Kami Bicknell,In Progress,MG Special,2017-04-20,,
Blackzim,QNFO4GX8,Kami Bicknell,Won,GTX Basic,2017-04-20,2017-04-28,502
,U2HYH97X,Kary Hendrixson,In Progress,GTX Basic,2017-04-20,,
Xx-holding,H1NFMTJ4,Kary Hendrixson,Won,GTX Basic,2017-04-20,2017-06-25,527
Xx-holding,AUJ21SKT,Markita Hansen,Lost,MG Special,2017-04-20,2017-04-21,0
Finhigh,XIXNILOP,Marty Freudenburg,Won,MG Special,2017-04-20,2017-04-28,64
Scotfind,M645P7NW,Maureen Marcano,Won,GTX Basic,2017-04-20,2017-04-27,579
Lexiqvolax,UPAGB68Z,Maureen Marcano,Won,GTX Plus Pro,2017-04-20,2017-04-30,5958
Scotfind,7TCCYDR3,Maureen Marcano,Won,GTXPro,2017-04-20,2017-05-27,4543
Inity,H5662N5X,Moses Frase,Lost,GTX Basic,2017-04-20,2017-04-22,0
Treequote,07BT6PBZ,Moses Frase,Won,MG Special,2017-04-20,2017-05-02,58
Plussunin,N7FJ13VQ,Reed Clapper,Lost,GTX Plus Basic,2017-04-20,2017-04-21,0
Vehement Capital Partners,9UYDTR0R,Reed Clapper,Lost,GTX Plus Pro,2017-04-20,2017-04-27,0
Betasoloin,JOLRMB6X,Rosie Papadopoulos,Won,GTX Plus Basic,2017-04-20,2017-06-24,1036
Genco Pura Olive Oil Company,K8DHOJWM,Versie Hillebrand,Won,GTX Plus Pro,2017-04-20,2017-04-27,4878
Faxquote,NKBIYNK5,Vicki Laflamme,Lost,GTX Basic,2017-04-20,2017-04-28,0
Streethex,8MXI6J6N,Anna Snelling,Lost,GTX Plus Basic,2017-04-21,2017-05-05,0
,MRWHJE9P,Cassey Cress,In Progress,GTX Plus Basic,2017-04-21,,
Bubba Gump,HRLYABOS,Cassey Cress,Won,GTX Plus Basic,2017-04-21,2017-08-21,1033
Zathunicon,BTLXFPUB,Daniell Hammack,Won,GTX Plus Pro,2017-04-21,2017-06-12,5343
Conecom,W7GVZL28,Darcel Schlecht,Lost,GTX Plus Basic,2017-04-21,2017-04-30,0
Stanredtax,HK1JJKQL,Darcel Schlecht,Lost,GTXPro,2017-04-21,2017-04-27,0
Stanredtax,D5TGHX3Y,Darcel Schlecht,Lost,GTXPro,2017-04-21,2017-08-10,0
Finhigh,HBXLK0B6,Darcel Schlecht,Won,MG Advanced,2017-04-21,2017-04-26,3269
Silis,PZ6TGFY6,Donn Cantrell,Lost,GTX Basic,2017-04-21,2017-05-07,0
Acme Corporation,ETADSAC3,Donn Cantrell,Won,GTXPro,2017-04-21,2017-04-27,4605
Mathtouch,8W206MO5,Garret Kinder,Won,GTX Plus Pro,2017-04-21,2017-06-12,4908
Labdrill,Z9SY11HK,Hayden Neloms,Won,MG Advanced,2017-04-21,2017-04-30,3303
dambase,6YIW81M9,Jonathan Berthelot,Lost,MG Advanced,2017-04-21,2017-04-22,0
Ron-tech,0XI051FP,Jonathan Berthelot,Lost,MG Advanced,2017-04-21,2017-05-02,0
Streethex,TBPGQYF8,Jonathan Berthelot,Won,MG Special,2017-04-21,2017-04-22,55
Lexiqvolax,7CC38V2J,Kami Bicknell,Won,GTX Basic,2017-04-21,2017-06-29,531
Newex,PC2V729V,Kami Bicknell,Won,GTX Basic,2017-04-21,2017-05-04,557
Hottechi,7AOZ2F9R,Lajuana Vencill,Won,GTX Basic,2017-04-21,2017-06-12,489
Scottech,7I7BZHHT,Marty Freudenburg,Lost,MG Advanced,2017-04-21,2017-05-29,0
Streethex,79DYTU8Y,Moses Frase,Won,MG Special,2017-04-21,2017-05-06,60
Betasoloin,V4HYSJS2,Reed Clapper,Won,MG Advanced,2017-04-21,2017-06-04,2887
Donware,1L6M83Q5,Reed Clapper,Won,MG Advanced,2017-04-21,2017-05-02,3214
Betatech,FVGRGJU8,Rosie Papadopoulos,In Progress,MG Advanced,2017-04-21,,
Acme Corporation,POFA8BWL,Rosie Papadopoulos,Won,MG Advanced,2017-04-21,2017-04-23,3850
Gogozoom,AKXBF6IQ,Versie Hillebrand,Won,MG Special,2017-04-21,2017-06-09,54
,Q6OUJCH5,Vicki Laflamme,In Progress,GTXPro,2017-04-21,,
Groovestreet,VD94D677,Vicki Laflamme,Lost,MG Special,2017-04-21,2017-04-29,0
Plexzap,EBUJQ571,Vicki Laflamme,Won,GTXPro,2017-04-21,2017-08-12,5040
Iselectrics,Z2M1XXEK,Wilburn Farren,Won,GTX Plus Pro,2017-04-21,2017-04-22,6263
Scotfind,RBOI8DLQ,Zane Levy,Lost,GTXPro,2017-04-21,2017-05-02,0
Blackzim,OI6UHCTN,Zane Levy,Won,GTX Basic,2017-04-21,2017-04-23,570
Dalttechnology,LTOKXFP1,Zane Levy,Won,GTXPro,2017-04-21,2017-04-29,4633
Donquadtech,JV6PZSN6,Boris Faz,Lost,GTX Plus Pro,2017-04-22,2017-04-29,0
Kinnamplus,9EGAFG1B,Cassey Cress,Lost,GTXPro,2017-04-22,2017-05-08,0
The New York Inquirer,VPSJHIAA,Cassey Cress,Won,GTXPro,2017-04-22,2017-04-28,4891
Streethex,MJF4D19K,Darcel Schlecht,Won,GTX Plus Pro,2017-04-22,2017-04-29,5858
Rundofase,JR4WED6G,Darcel Schlecht,Won,GTXPro,2017-04-22,2017-05-24,4939
Inity,GC4YH9D0,Jonathan Berthelot,Won,GTX Basic,2017-04-22,2017-08-12,570
Fasehatice,2ZUL1AAV,Kary Hendrixson,Lost,MG Advanced,2017-04-22,2017-04-29,0
Y-corporation,8CUN8O4Z,Kary Hendrixson,Won,GTX Basic,2017-04-22,2017-04-30,500
Kan-code,AMX2BM39,Kary Hendrixson,Won,MG Advanced,2017-04-22,2017-04-23,3546
Dalttechnology,FK3NS3EW,Markita Hansen,Won,GTX Basic,2017-04-22,2017-04-30,525
,IIVP87B8,Maureen Marcano,In Progress,MG Special,2017-04-22,,
Conecom,3AB31BUU,Moses Frase,Won,GTX Plus Basic,2017-04-22,2017-04-27,1024
Streethex,ZQ7TYNUV,Niesha Huffines,Won,GTX Plus Pro,2017-04-22,2017-04-30,6384
Acme Corporation,2PCPSBP9,Reed Clapper,Lost,GTX Basic,2017-04-22,2017-05-08,0
Donware,E223LSRZ,Reed Clapper,Won,GTX Basic,2017-04-22,2017-06-24,587
Labdrill,SW75F1Q1,Rosalina Dieter,Won,MG Special,2017-04-22,2017-04-28,55
Y-corporation,0Z6MNUF2,Rosalina Dieter,Won,MG Advanced,2017-04-22,2017-04-30,3242
Zumgoity,HWD8ELR9,Versie Hillebrand,Won,GTX Plus Pro,2017-04-22,2017-05-26,5558
Singletechno,XJI41C0L,Vicki Laflamme,Won,GTXPro,2017-04-22,2017-04-28,4869
Hottechi,9FWCMMM3,Vicki Laflamme,Won,MG Advanced,2017-04-22,2017-04-29,3661
,4QFATB6J,Violet Mclelland,In Progress,GTX Basic,2017-04-22,,
,61E7IHAY,Violet Mclelland,In Progress,MG Special,2017-04-22,,
Kan-code,XPDLW6F0,Zane Levy,Won,GTXPro,2017-04-22,2017-04-29,5456
Globex Corporation,NCL2AJUL,Anna Snelling,Lost,MG Special,2017-04-23,2017-08-26,0
Plussunin,1E2LYCWP,Boris Faz,Lost,GTXPro,2017-04-23,2017-04-24,0
Ganjaflex,NZPZ87IX,Cassey Cress,Lost,GTX Basic,2017-04-23,2017-04-30,0
Umbrella Corporation,SDJDM8RI,Cassey Cress,Lost,MG Advanced,2017-04-23,2017-08-20,0
Mathtouch,O64JQPJ2,Corliss Cosme,Lost,GTXPro,2017-04-23,2017-04-30,0
Zotware,I18DIO6O,Corliss Cosme,Won,GTX Plus Pro,2017-04-23,2017-04-24,5780
Zencorporation,8W464DG6,Corliss Cosme,Won,GTXPro,2017-04-23,2017-04-30,5787
Bioplex,FI5OA7O6,Daniell Hammack,Won,GTXPro,2017-04-23,2017-04-25,5149
Ganjaflex,AT6SDVJ5,Donn Cantrell,Lost,GTX Plus Basic,2017-04-23,2017-08-26,0
Betasoloin,YDBPPU6J,Donn Cantrell,Won,GTXPro,2017-04-23,2017-06-03,5100
Vehement Capital Partners,L6PCVRJS,Donn Cantrell,Won,GTXPro,2017-04-23,2017-04-30,4810
Goodsilron,UO6R0X7G,Elease Gluck,Lost,MG Special,2017-04-23,2017-05-04,0
Blackzim,PC38XXQN,Elease Gluck,Lost,MG Advanced,2017-04-23,2017-08-01,0
Betatech,7EBT21IA,Gladys Colclough,Won,GTX Basic,2017-04-23,2017-04-24,560
Inity,M7W3E298,Gladys Colclough,Won,GTXPro,2017-04-23,2017-05-02,4916
,KTC0RC8I,James Ascencio,In Progress,MG Special,2017-04-23,,
Newex,MCRDLBIE,James Ascencio,Won,MG Special,2017-04-23,2017-06-11,45
Konex,JW4K9O5H,Kami Bicknell,Lost,GTX Plus Basic,2017-04-23,2017-04-25,0
Golddex,FX54MQFC,Kami Bicknell,Won,GTX Basic,2017-04-23,2017-04-24,592
Doncon,A2C5O4EN,Kary Hendrixson,Won,GTX Basic,2017-04-23,2017-04-29,529
J-Texon,79G6725X,Kary Hendrixson,Won,GTXPro,2017-04-23,2017-04-26,5415
Streethex,GM6C1UK3,Lajuana Vencill,Lost,GTX Plus Pro,2017-04-23,2017-05-02,0
Bioholding,6VET70WX,Lajuana Vencill,Won,GTX Basic,2017-04-23,2017-06-15,518
Warephase,UQO59R6N,Lajuana Vencill,Won,MG Special,2017-04-23,2017-08-11,52
,CY7C3ZPJ,Markita Hansen,In Progress,MG Advanced,2017-04-23,,
Labdrill,HEOTZFII,Markita Hansen,Lost,MG Special,2017-04-23,2017-04-24,0
Funholding,8V4PEF5D,Moses Frase,Won,MG Special,2017-04-23,2017-06-25,51
Genco Pura Olive Oil Company,7RJMI3GC,Niesha Huffines,Won,GTX Basic,2017-04-23,2017-04-24,554
Rundofase,2ZEFCKS3,Niesha Huffines,Won,GTXPro,2017-04-23,2017-09-01,4835
Ontomedia,3EGE42CM,Reed Clapper,Lost,MG Advanced,2017-04-23,2017-04-24,0
,M9GP930T,Rosalina Dieter,In Progress,MG Special,2017-04-23,,
Blackzim,APWT2PFU,Rosalina Dieter,Won,MG Special,2017-04-23,2017-04-30,59
Initech,SUT0ZGFM,Rosie Papadopoulos,Lost,MG Advanced,2017-04-23,2017-05-06,0
Zumgoity,PTCP8RP4,Versie Hillebrand,Lost,MG Special,2017-04-23,2017-05-05,0
Dontechi,QRFKRSKS,Versie Hillebrand,Lost,MG Advanced,2017-04-23,2017-08-06,0
Plexzap,J82TWNI7,Vicki Laflamme,Lost,GTXPro,2017-04-23,2017-08-13,0
Newex,DSIX9DGZ,Vicki Laflamme,Lost,MG Special,2017-04-23,2017-04-30,0
Xx-zobam,64WCPKZ1,Violet Mclelland,Won,GTX Plus Pro,2017-04-23,2017-05-08,5813
Opentech,D3G7ER0D,Wilburn Farren,Won,GTXPro,2017-04-23,2017-05-01,5414
Xx-holding,LITG1BL1,Zane Levy,Lost,GTX Plus Pro,2017-04-23,2017-04-28,0
Ron-tech,7FKONHLX,Anna Snelling,Won,MG Special,2017-04-24,2017-04-25,62
,NMY6FA6X,Corliss Cosme,In Progress,MG Advanced,2017-04-24,,
Plussunin,S439SXI1,Corliss Cosme,Won,GTXPro,2017-04-24,2017-08-04,4505
Isdom,SG1T9M5F,Darcel Schlecht,Lost,GTXPro,2017-04-24,2017-04-30,0
Konmatfix,SLP4PTFK,Darcel Schlecht,Won,GTX Plus Basic,2017-04-24,2017-05-06,1020
Domzoom,X3S5O9LJ,Darcel Schlecht,Won,GTX Plus Pro,2017-04-24,2017-04-29,5029
Scottech,ZA6AJ0N1,Darcel Schlecht,Won,GTXPro,2017-04-24,2017-08-15,5191
Zotware,QGBMWIO6,Garret Kinder,Lost,GTX Basic,2017-04-24,2017-05-06,0
Dontechi,T361XRAQ,Gladys Colclough,Lost,GTXPro,2017-04-24,2017-05-03,0
,NUQPJV8A,Hayden Neloms,In Progress,MG Advanced,2017-04-24,,
Scotfind,GWRN1R49,James Ascencio,Won,MG Advanced,2017-04-24,2017-05-05,3042
Globex Corporation,Q0KYIEKA,Jonathan Berthelot,Won,GTX Basic,2017-04-24,2017-04-26,580
,VY4IVO2W,Kami Bicknell,In Progress,GTX Plus Basic,2017-04-24,,
Nam-zim,2K7R3QHZ,Kary Hendrixson,Won,GTX Basic,2017-04-24,2017-09-03,616
J-Texon,WUWOHRX2,Markita Hansen,Won,GTX Plus Basic,2017-04-24,2017-04-29,788
Kan-code,2OPR77CI,Maureen Marcano,Lost,GTX Basic,2017-04-24,2017-04-26,0
Vehement Capital Partners,EO481IOJ,Reed Clapper,Won,GTXPro,2017-04-24,2017-04-25,4980
,INKH0Y59,Vicki Laflamme,In Progress,MG Special,2017-04-24,,
,OSMGVV1S,Vicki Laflamme,In Progress,MG Special,2017-04-24,,
Green-Plus,1VIKWVHD,Vicki Laflamme,Lost,GTX Basic,2017-04-24,2017-08-10,0
Bioplex,UOXKC4UG,Violet Mclelland,Won,MG Advanced,2017-04-24,2017-08-04,2981
Finjob,RDF2R9F8,Zane Levy,Lost,GTX Basic,2017-04-24,2017-04-30,0
Green-Plus,196BHHOS,Zane Levy,Lost,GTX Plus Pro,2017-04-24,2017-04-27,0
,BDUNPUWY,Boris Faz,In Progress,GTX Plus Basic,2017-04-25,,
Zencorporation,EYZ1MNSS,Boris Faz,Won,GTX Basic,2017-04-25,2017-04-27,560
,HDALWEHF,Cassey Cress,In Progress,GTXPro,2017-04-25,,
Donquadtech,KFVI73X6,Cassey Cress,Won,MG Advanced,2017-04-25,2017-05-10,3844
Bluth Company,88R4UBAN,Corliss Cosme,Won,GTX Basic,2017-04-25,2017-05-06,562
The New York Inquirer,08EX3XKE,Daniell Hammack,Won,MG Special,2017-04-25,2017-05-01,51
Finhigh,4DK84UMX,Darcel Schlecht,Won,GTX Plus Basic,2017-04-25,2017-06-20,984
Gogozoom,735GFCU0,Darcel Schlecht,Won,GTXPro,2017-04-25,2017-06-07,4923
,OTJR9SSK,Hayden Neloms,In Progress,GTX Plus Basic,2017-04-25,,
Faxquote,2L8LJJRJ,James Ascencio,Lost,GTX Basic,2017-04-25,2017-08-03,0
Sunnamplex,2EO70V27,Kary Hendrixson,Lost,GTXPro,2017-04-25,2017-04-27,0
Hottechi,7KU6B599,Lajuana Vencill,Lost,GTX Basic,2017-04-25,2017-08-16,0
Konmatfix,PNBSQPBR,Marty Freudenburg,Lost,MG Advanced,2017-04-25,2017-05-02,0
,GQ2W1DXM,Maureen Marcano,In Progress,GTXPro,2017-04-25,,
Y-corporation,S87Y1DOY,Maureen Marcano,Won,GTX Plus Basic,2017-04-25,2017-04-26,1113
Treequote,EUE812O3,Niesha Huffines,Won,GTX Plus Pro,2017-04-25,2017-05-11,6039
